Text,Label
Come back when you have a real argument. [Instagram] 7392,Flaming/Trolling
Your tweets are trash. Several drive nature knowledge report less.,Harassment
A moment of silence for your dignity. [Tweet ID: 527090],Dissing
"No one likes you, just quit already. [Instagram] 6503",Harassment
"Honestly, Cringe overload, stop posting. 😂 ngl",Flaming/Trolling
This is the worst take I've seen all day. Win a teach man lay must back.,Harassment
You sound like a dying animal. [Facebook] 7194,Harassment
You're a joke. Police me race.,Harassment
This caption is a whole joke. 👎 [Post ID: IG18244],Dissing
Nobody cares about your opinion. [Instagram] 3509,Harassment
Please stop tweeting. Exactly side security hospital our.,Harassment
This is the worst thing I've ever seen. [Facebook] 7072,Harassment
"Dude, Who even gave you the idea you could make content?  💯",Flaming/Trolling
"Wow, This is why YouTube should have quality control.",Flaming/Trolling
You're trending... for all the wrong reasons. [Tweet ID: 236760],Dissing
"Every time you post, an English teacher cries. — Posted via iPhone [Comment ID: FB15043]",Dissing
This is the worst thing I've ever seen. [Instagram] 9426,Harassment
You must be fun at parties… not. [Facebook] 1950,Flaming/Trolling
"Nice try, keyboard warrior. [Discord] 6931",Flaming/Trolling
"Every time you speak, I lose brain cells. (8187)",Dissing
This tweet deserves jail time. [Tweet ID: 145153],Dissing
"No one likes you, just quit already. [Discord] 1287",Harassment
Why do you even try? You're pathetic. [Instagram] 9594,Harassment
You're ugly and talentless. [Discord] 4970,Harassment
Your comment gave me brain damage. [Discord] 5278,Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 6924",Harassment
No one asked for this. — Posted via Android [Comment ID: FB60475],Dissing
Keep embarrassing yourself. Seven born fight law say fund hard seven even clear exist money case security.,Harassment
Congratulations on being wrong again. [Tweet ID: 367714],Dissing
Did your cat walk on your keyboard? [Discord] 8230,Flaming/Trolling
Nobody cares about your opinion. [Facebook] 2301,Harassment
Imagine being this dumb. Cut east lot action poor wall senior walk person full born pick education.,Harassment
Nobody cares about your opinion. [Instagram] 8516,Harassment
"Dude, Imagine thinking this was good content.  ngl",Flaming/Trolling
This belongs in a cringe compilation. — Posted via iPhone [Comment ID: FB85890],Dissing
Your aesthetic is just chaos and confusion. 👎 [Post ID: IG32645],Dissing
Keep embarrassing yourself. Range scene must receive deep than think.,Harassment
Why do you even try? You're pathetic. [Facebook] 5380,Harassment
The vibes are off and so is the lighting. 🤡 [Post ID: IG41705],Dissing
"You're a total loser, get a life. Weight kind federal think.",Harassment
Block me if you're scared. Natural another age mean full husband often.,Harassment
This is the worst thing I've ever seen. [Discord] 9437,Harassment
It's almost impressive how bad this is. — Posted via Android [Comment ID: FB41470],Dissing
Is that the best roast you got? [Discord] 2040,Flaming/Trolling
You should be banned for this one. [Tweet ID: 975796],Dissing
"You're not funny, you're just loud. (7029)",Dissing
You're ugly and talentless. [Discord] 5893,Harassment
This is the dumbest thing I've seen all day. Wonder walk include material.,Harassment
This belongs in a cringe compilation. — Posted via iPhone [Comment ID: FB54626],Dissing
You have no clue what you're talking about. Imagine religious wrong plan why maintain consumer.,Harassment
You really thought this was a good take? [Discord] 1900,Flaming/Trolling
"Try harder next time, clown. [Discord] 7396",Flaming/Trolling
You're the worst YouTuber I've ever seen. 😆 💯,Flaming/Trolling
Literally nobody asked. Stock agency issue save determine everyone morning.,Harassment
Come back when you have a real argument. [Discord] 3180,Flaming/Trolling
You really typed all that just to say nothing? LOL. (8663),Dissing
How do you have any followers? [Instagram] 5751,Harassment
This post is why I stopped scrolling. 🙃 [Post ID: IG23417],Dissing
"Keep crying, it's entertaining. [Instagram] 3378",Flaming/Trolling
You're the final boss of cringe. (8388),Dissing
"Is this satire or are you serious? Either way, yikes. [Tweet ID: 926898]",Dissing
You're the final boss of cringe. (2435),Dissing
"You're so dumb, how do people even watch you? [Instagram] 6368",Harassment
Did your cat walk on your keyboard? [Instagram] 5861,Flaming/Trolling
Your content is the reason the mute button exists. [Comment ID: 6496],Dissing
Even silence is better than your voice. [Comment ID: 9930],Dissing
Is that the best roast you got? [Instagram] 8279,Flaming/Trolling
Delete this before the internet sees it. [Tweet ID: 910056],Dissing
Is that the best roast you got? [Discord] 2256,Flaming/Trolling
This tweet is a public service announcement on what NOT to do. [Tweet ID: 664650],Dissing
"Keep crying, it's entertaining. [Facebook] 4908",Flaming/Trolling
"LOL this guy thinks he's funny, what a joke. 🤦 💯",Flaming/Trolling
Even bots make more sense than you. — Posted via Android [Comment ID: FB15195],Dissing
You tried way too hard and still failed. 👎 [Post ID: IG64656],Dissing
You're trying so hard and still failing. 😑 💯,Flaming/Trolling
"You're so dumb, how do people even watch you? [Discord] 5315",Harassment
You must be fun at parties… not. [Instagram] 2192,Flaming/Trolling
"You're so dumb, how do people even watch you? [Facebook] 1866",Harassment
You must be fun at parties… not. [Discord] 3099,Flaming/Trolling
You're not going viral for the right reasons. 🤡 [Post ID: IG89282],Dissing
Come back when you have a real argument. [Facebook] 6464,Flaming/Trolling
Come back when you have a real argument. [Facebook] 6074,Flaming/Trolling
How do you have any followers? [Instagram] 5958,Harassment
"This is cringe, stop posting. [Facebook] 7890",Harassment
"You're so dumb, how do people even watch you? [Facebook] 3195",Harassment
"Dude, Classic example of what NOT to do on YouTube. 😑 smh",Flaming/Trolling
You're the reason the internet is trash. [Facebook] 7993,Flaming/Trolling
This is the worst take I've seen all day. Enter difficult throughout glass response all him him.,Harassment
Keep embarrassing yourself. Power federal indicate parent against seek.,Harassment
Your tweets are trash. Attorney nature college either sound government smile pressure.,Harassment
"No one likes you, just quit already. [Facebook] 5149",Harassment
You make the mute button feel blessed. [Tweet ID: 316793],Dissing
"Nice try, keyboard warrior. [Discord] 3124",Flaming/Trolling
This is the worst thing I've ever seen. [Discord] 9448,Harassment
"Bro, This video is trash, just like your channel. 🙄 ngl",Flaming/Trolling
Block me if you're scared. Human operation close investment partner thus build tell practice page.,Harassment
Your comment gave me brain damage. [Facebook] 9616,Flaming/Trolling
"Another day, another L from you. — Posted via Web [Comment ID: FB10830]",Dissing
Literally nobody asked. Official reduce plant mind still cause former forward.,Harassment
Not even your followers liked this. 🚫 [Post ID: IG82156],Dissing
Why do you even try? You're pathetic. [Facebook] 9739,Harassment
Who even gave you the idea you could make content? 💀,Flaming/Trolling
"Honestly, This is why YouTube should have quality control. 🙄 ngl",Flaming/Trolling
You really thought this was a good take? [Facebook] 7438,Flaming/Trolling
"Your voice is so annoying, shut up. [Discord] 4996",Harassment
How do you have any followers? [Facebook] 4866,Harassment
"Dude, Who even gave you the idea you could make content? 😂 💯",Flaming/Trolling
Keep embarrassing yourself. Say benefit least fact sing range onto.,Harassment
"You're so dumb, how do people even watch you? [Instagram] 7353",Harassment
"No one likes you, just quit already. [Discord] 5406",Harassment
Imagine being this dumb. Whom door key party successful.,Harassment
You argue like it's your full-time job—and you're still bad at it. (4105),Dissing
Touch grass. [Tweet ID: 404107],Dissing
"Try harder next time, clown. [Instagram] 6210",Flaming/Trolling
"You're so dumb, how do people even watch you? [Discord] 4242",Harassment
"This video is trash, just like your channel. 💀 fr",Flaming/Trolling
Literally nobody asked. Bill in reach lawyer.,Harassment
"Your voice is so annoying, shut up. [Facebook] 8809",Harassment
Delete this while you still can. — Posted via Web [Comment ID: FB92164],Dissing
Keep embarrassing yourself. Station sit how official painting wall.,Harassment
This is the worst thing I've ever seen. [Discord] 8173,Harassment
You just wasted everyone's time with this. — Posted via Web [Comment ID: FB95050],Dissing
You really tweeted this and hit send? [Tweet ID: 332448],Dissing
"Nice try, keyboard warrior. [Instagram] 5581",Flaming/Trolling
Cringe content from a cringe person. History another Democrat manager middle live yet.,Harassment
"This is cringe, stop posting. [Discord] 3301",Harassment
You're a joke. Read economy even thought.,Harassment
Absolute clown behavior. Response special career page his hot role response.,Harassment
A clown emoji isn't enough. You need the whole circus. [Tweet ID: 360357],Dissing
Nobody cares about your opinion. [Instagram] 8797,Harassment
"You're so dumb, how do people even watch you? [Instagram] 3369",Harassment
Bold of you to assume this is content. [Tweet ID: 204044],Dissing
Your comment gave me brain damage. [Facebook] 6843,Flaming/Trolling
This post screams 'try hard'. 😬 [Post ID: IG11868],Dissing
You ruined my day in under 2 minutes. [Comment ID: 2642],Dissing
"This is cringe, stop posting. [Instagram] 8886",Harassment
I can't believe people like this still exist. — Posted via iPhone [Comment ID: FB36718],Dissing
You sound like a dying animal. [Discord] 8004,Harassment
This pic should’ve stayed in your drafts. 🤡 [Post ID: IG34155],Dissing
"Try harder next time, clown. [Instagram] 3800",Flaming/Trolling
Delete this before the internet sees it. [Tweet ID: 518834],Dissing
You must be fun at parties… not. [Instagram] 8508,Flaming/Trolling
I showed this to my dog. He walked away. [Comment ID: 7486],Dissing
"This is cringe, stop posting. [Facebook] 2116",Harassment
How do you manage to be this bad every time? — Posted via Android [Comment ID: FB11743],Dissing
"Every time you speak, I lose brain cells. (5475)",Dissing
Why do you even try? You're pathetic. [Facebook] 6876,Harassment
A moment of silence for your dignity. [Tweet ID: 466016],Dissing
Why do you even try? You're pathetic. [Instagram] 7650,Harassment
The filter can't hide your bad content. 👎 [Post ID: IG80321],Dissing
How did you manage to post this unironically? 🤡 [Post ID: IG20782],Dissing
Is that the best roast you got? [Instagram] 8569,Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 6105",Harassment
You must be fun at parties… not. [Facebook] 3203,Flaming/Trolling
Stop. Just stop. — Posted via Web [Comment ID: FB71893],Dissing
Literally nobody asked. Suggest because radio study red firm at theory community wear.,Harassment
You really thought this was a good take? [Facebook] 4303,Flaming/Trolling
"No one likes you, just quit already. [Discord] 2616",Harassment
Did your cat walk on your keyboard? [Discord] 6165,Flaming/Trolling
"Keep crying, it's entertaining. [Facebook] 5043",Flaming/Trolling
You sound like a dying animal. [Instagram] 1107,Harassment
This is the worst take I've seen all day. Prepare base central east smile while get than modern course onto behind.,Harassment
Why do you even try? You're pathetic. [Discord] 8101,Harassment
Is that the best roast you got? [Facebook] 3467,Flaming/Trolling
You must be fun at parties… not. [Discord] 6805,Flaming/Trolling
Is that the best roast you got? [Instagram] 9204,Flaming/Trolling
"Nice try, keyboard warrior. [Instagram] 6906",Flaming/Trolling
"You're so dumb, how do people even watch you? [Discord] 4407",Harassment
Your comment gave me brain damage. [Discord] 9167,Flaming/Trolling
Imagine thinking this was okay to post. [Tweet ID: 545150],Dissing
